name,invasive
662,0.6
663,1.0
664,1.0
665,1.0
666,0.8
667,0.8
668,1.0
669,0.8
670,0.8
671,0.6
672,1.0
673,1.0
674,0.8
675,1.0
676,0.6
677,0.8
678,0.8
679,0.6
680,1.0
681,0.6
682,1.0
683,0.8
684,0.8
685,0.8
686,1.0
687,0.6
688,0.6
689,0.8
690,1.0
691,1.0
692,0.6
693,1.0
694,1.0
695,0.6
696,1.0
697,1.0
698,1.0
699,1.0
700,1.0
701,1.0
702,1.0
703,1.0
704,1.0
705,1.0
706,1.0
707,0.6
708,1.0
709,0.6
710,0.8
711,1.0
712,1.0
713,1.0
714,1.0
715,0.8
716,0.6
717,0.6
718,0.6
719,0.6
720,0.8
721,1.0
722,0.8
723,0.6
724,1.0
725,0.8
726,0.8
727,0.6
728,0.8
729,1.0
730,0.6
731,0.8
732,0.8
733,0.6
734,1.0
735,0.8
736,0.6
737,1.0
738,0.6
739,0.8
740,0.8
741,1.0
742,0.8
743,1.0
744,1.0
745,1.0
746,1.0
747,0.8
748,1.0
749,0.8
750,0.6
751,0.8
752,0.8
753,0.8
754,0.8
755,1.0
756,0.8
757,0.6
758,0.6
759,0.6
760,0.6
761,1.0
762,0.8
763,1.0
764,0.6
765,1.0
766,0.8
767,0.6
768,1.0
769,0.8
770,0.6
771,1.0
772,1.0
773,1.0
774,0.6
775,1.0
776,0.8
777,0.8
778,0.8
779,0.6
780,1.0
781,0.6
782,0.6
783,1.0
784,0.6
785,1.0
786,0.6
787,1.0
788,0.6
789,0.8
790,1.0
791,0.6
792,0.6
793,0.6
794,0.6
795,0.8
796,1.0
797,0.8
798,0.6
799,1.0
800,0.6
801,0.6
802,1.0
803,1.0
804,0.6
805,1.0
806,0.8
807,0.8
808,1.0
809,1.0
810,0.8
811,1.0
812,0.6
813,1.0
814,0.6
815,0.6
816,0.6
817,0.8
818,0.8
819,0.8
820,0.6
821,0.6
822,1.0
823,0.8
824,0.8
825,1.0
826,1.0
827,0.6
828,1.0
829,1.0
830,0.8
831,0.8
832,1.0
833,0.6
834,0.8
835,0.6
836,0.6
837,0.6
838,1.0
839,0.8
840,0.6
841,0.8
842,1.0
843,0.6
844,1.0
845,1.0
846,0.8
847,1.0
848,0.6
849,0.6
850,0.8
851,1.0
852,1.0
853,1.0
854,0.8
855,0.6
856,0.8
857,1.0
858,1.0
859,0.8
860,0.8
861,0.8
862,1.0
863,0.6
864,1.0
865,0.6
866,1.0
867,0.6
868,1.0
869,0.6
870,0.8
871,1.0
872,1.0
873,1.0
874,1.0
875,1.0
876,0.8
877,0.6
878,1.0
879,1.0
880,0.6
881,0.6
882,1.0
883,0.6
884,1.0
885,0.6
886,0.6
887,1.0
888,0.6
889,1.0
890,1.0
891,1.0
892,1.0
893,1.0
894,1.0
895,1.0
896,0.6
897,0.8
898,0.8
899,0.8
900,1.0
901,1.0
902,0.8
903,0.8
904,1.0
905,0.6
906,1.0
907,0.8
908,0.6
909,1.0
910,0.6
911,1.0
912,0.6
913,0.8
914,0.6
915,0.8
916,0.8
917,0.8
918,0.6
919,0.6
920,1.0
921,1.0
922,0.8
923,0.6
924,0.6
925,0.6
926,0.8
927,0.8
928,1.0
929,0.6
930,0.6
931,0.8
932,1.0
933,0.6
934,0.6
935,1.0
936,0.8
937,1.0
938,0.8
939,0.6
940,1.0
941,1.0
942,0.6
943,1.0
944,0.6
945,1.0
946,0.8
947,0.6
948,1.0
949,0.8
950,0.8
951,0.6
952,0.6
953,0.6
954,0.6
955,0.6
956,0.8
957,1.0
958,0.8
959,0.6
960,1.0
961,1.0
962,1.0
963,1.0
964,1.0
965,0.6
966,1.0
967,1.0
968,0.8
969,0.8
970,0.6
971,1.0
972,0.6
973,0.6
974,1.0
975,0.8
976,0.6
977,0.8
978,1.0
979,0.8
980,0.6
981,1.0
982,0.6
983,0.8
984,0.8
985,0.6
986,1.0
987,0.8
988,0.8
989,0.6
990,1.0
991,0.8
992,1.0
993,0.8
994,0.6
995,0.6
996,1.0
997,0.8
998,0.6
999,1.0
1000,0.6
1001,0.6
1002,1.0
1003,1.0
1004,0.6
1005,0.8
1006,0.6
1007,1.0
1008,0.8
1009,0.6
1010,1.0
1011,0.6
1012,1.0
1013,0.6
1014,0.8
1015,0.6
1016,0.8
1017,0.6
1018,0.6
1019,1.0
1020,0.8
1021,0.6
1022,0.8
1023,1.0
1024,0.6
1025,0.6
1026,0.8
1027,0.8
1028,0.6
1029,0.6
1030,0.6
1031,0.8
1032,0.6
1033,1.0
1034,0.8
1035,0.6
1036,1.0
1037,1.0
1038,0.8
1039,0.6
1040,1.0
1041,0.6
1042,1.0
1043,1.0
1044,1.0
1045,0.6
1046,1.0
1047,1.0
1048,0.6
1049,0.6
1050,1.0
1051,1.0
1052,1.0
1053,0.6
1054,1.0
1055,1.0
1056,0.8
1057,0.6
1058,0.8
1059,0.8
1060,1.0
1061,0.8
1062,1.0
1063,0.6
1064,0.8
1065,1.0
1066,0.6
1067,1.0
1068,0.6
1069,1.0
1070,0.6
1071,0.6
1072,0.8
1073,0.8
1074,0.6
1075,1.0
1076,1.0
1077,1.0
1078,0.6
1079,1.0
1080,0.8
1081,1.0
1082,0.6
1083,0.6
1084,0.6
1085,0.6
1086,0.8
1087,0.6
1088,0.8
1089,1.0
1090,0.8
1091,1.0
1092,1.0
1093,1.0
1094,0.6
1095,0.8
1096,0.8
1097,0.6
1098,1.0
1099,0.6
1100,1.0
1101,1.0
1102,0.6
1103,0.6
1104,1.0
1105,0.6
1106,1.0
1107,0.8
1108,0.8
1109,1.0
1110,0.6
1111,0.8
1112,0.6
1113,0.8
1114,1.0
1115,0.6
1116,0.8
1117,1.0
1118,0.8
1119,0.8
1120,0.8
1121,0.8
1122,0.8
1123,0.8
1124,0.8
1125,1.0
1126,1.0
1127,0.6
1128,0.6
1129,0.6
1130,0.6
1131,0.6
1132,0.6
1133,0.6
1134,1.0
1135,1.0
1136,0.8
1137,0.8
1138,0.6
1139,1.0
1140,0.8
1141,0.8
1142,1.0
1143,0.6
1144,0.8
1145,0.6
1146,0.8
1147,0.6
1148,0.6
1149,0.8
1150,0.6
1151,0.6
1152,1.0
1153,0.6
1154,0.8
1155,0.6
1156,0.8
1157,0.8
1158,1.0
1159,0.8
1160,0.8
1161,0.8
1162,0.8
1163,0.6
1164,0.6
1165,0.6
1166,0.8
1167,1.0
1168,1.0
1169,0.6
1170,0.6
1171,1.0
1172,1.0
1173,1.0
1174,0.6
1175,1.0
1176,1.0
1177,0.8
1178,0.8
1179,0.6
1180,1.0
1181,1.0
1182,0.8
1183,0.6
1184,1.0
1185,1.0
1186,0.8
1187,1.0
1188,1.0
1189,1.0
1190,0.6
1191,0.8
1192,0.6
1193,0.8
1194,0.8
1195,0.8
1196,0.8
1197,1.0
1198,0.6
1199,0.6
1200,0.6
1201,0.8
1202,1.0
1203,0.6
1204,0.6
1205,0.6
1206,0.6
1207,0.8
1208,1.0
1209,0.6
1210,0.6
1211,0.6
1212,0.6
1213,0.8
1214,1.0
1215,0.8
1216,0.6
1217,0.6
1218,1.0
1219,0.6
1220,0.8
1221,1.0
1222,0.8
1223,0.6
1224,1.0
1225,1.0
1226,0.6
1227,0.8
1228,1.0
1229,0.8
1230,1.0
1231,0.6
1232,0.6
1233,1.0
1234,1.0
1235,0.6
1236,1.0
1237,0.6
1238,0.8
1239,0.6
1240,0.8
1241,1.0
1242,0.6
1243,1.0
1244,1.0
1245,1.0
1246,0.6
1247,0.8
1248,0.8
1249,1.0
1250,0.8
1251,0.6
1252,0.6
1253,1.0
1254,0.8
1255,1.0
1256,1.0
1257,1.0
1258,1.0
1259,0.8
1260,0.6
1261,1.0
1262,1.0
1263,0.6
1264,1.0
1265,0.8
1266,0.8
1267,0.8
1268,1.0
1269,1.0
1270,1.0
1271,0.6
1272,0.8
1273,1.0
1274,1.0
1275,1.0
1276,0.6
1277,0.6
1278,0.8
1279,1.0
1280,0.8
1281,0.8
1282,0.8
1283,0.6
1284,0.8
1285,0.6
1286,1.0
1287,0.6
1288,1.0
1289,0.6
1290,0.8
1291,1.0
1292,0.6
1293,1.0
1294,1.0
1295,0.6
1296,1.0
1297,0.6
1298,0.8
1299,1.0
1300,0.6
1301,0.6
1302,0.8
1303,0.6
1304,0.6
1305,1.0
1306,1.0
1307,1.0
1308,0.8
1309,0.8
1310,0.6
1311,1.0
1312,0.8
1313,0.6
1314,1.0
1315,0.6
1316,0.6
1317,0.6
1318,1.0
1319,0.8
1320,1.0
1321,1.0
1322,0.6
1323,1.0
1324,1.0
1325,0.6
1326,1.0
1327,0.6
1328,0.8
1329,0.8
1330,0.6
1331,0.8
1332,1.0
1333,1.0
1334,1.0
1335,0.6
1336,0.8
1337,0.8
1338,0.6
1339,1.0
1340,0.6
1341,0.6
1342,1.0
1343,1.0
1344,0.6
1345,0.8
1346,0.8
1347,1.0
1348,0.6
1349,1.0
1350,0.6
1351,0.8
1352,1.0
1353,0.6
1354,0.6
1355,0.8
1356,0.6
1357,0.8
1358,0.6
1359,0.8
1360,1.0
1361,1.0
1362,0.8
1363,1.0
1364,0.6
1365,0.8
1366,0.8
1367,1.0
1368,1.0
1369,0.6
1370,0.8
1371,1.0
1372,0.8
1373,0.6
1374,1.0
1375,0.8
1376,1.0
1377,0.6
1378,1.0
1379,0.6
1380,1.0
1381,0.6
1382,1.0
1383,0.6
1384,0.6
1385,0.6
1386,0.8
1387,1.0
1388,0.6
1389,0.6
1390,0.8
1391,0.6
1392,1.0
1393,1.0
1394,1.0
1395,0.6
1396,1.0
1397,0.8
1398,0.6
1399,0.8
1400,0.8
1401,0.6
1402,0.6
1403,0.6
1404,1.0
1405,1.0
1406,0.8
1407,0.6
1408,0.6
1409,0.8
1410,0.8
1411,1.0
1412,0.8
1413,0.6
1414,0.8
1415,0.8
1416,1.0
1417,1.0
1418,0.8
1419,0.6
1420,0.6
1421,1.0
1422,1.0
1423,1.0
1424,0.6
1425,0.8
1426,1.0
1427,0.6
1428,0.6
1429,1.0
1430,1.0
1431,1.0
1432,0.6
1433,0.8
1434,1.0
1435,0.6
1436,1.0
1437,0.8
1438,0.8
1439,0.6
1440,0.8
1441,0.6
1442,0.6
1443,0.8
1444,1.0
1445,0.6
1446,0.8
1447,0.8
1448,0.6
1449,1.0
1450,0.6
1451,0.6
1452,0.6
1453,0.8
1454,0.6
1455,1.0
1456,0.8
1457,1.0
1458,0.8
1459,0.8
1460,1.0
1461,0.8
1462,1.0
1463,0.6
1464,1.0
1465,0.6
1466,1.0
1467,0.8
1468,0.6
1469,0.6
1470,0.8
1471,0.8
1472,0.6
1473,0.6
1474,0.8
1475,0.8
1476,0.8
1477,1.0
1478,0.6
1479,1.0
1480,1.0
1481,0.6
1482,1.0
1483,0.8
1484,0.6
1485,0.6
1486,0.6
1487,0.6
1488,0.8
1489,0.8
1490,1.0
1491,1.0
1492,0.6
1493,0.8
1494,0.8
1495,0.8
1496,0.6
1497,0.6
1498,0.8
1499,1.0
1500,0.8
1501,0.8
1502,0.8
1503,1.0
1504,0.8
1505,1.0
1506,1.0
1507,0.6
1508,0.6
1509,0.6
1510,1.0
1511,1.0
1512,0.6
1513,0.8
1514,1.0
1515,1.0
1516,1.0
1517,1.0
1518,0.6
1519,0.8
1520,0.6
1521,0.6
1522,0.8
1523,0.8
1524,0.6
1525,0.6
1526,0.8
1527,1.0
1528,1.0
1529,0.6
1530,0.8
1531,1.0
